記録日,作物PK,気温,湿度,土中湿度,元気
2021/08/10 12:52:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,0.02,72,3
2021/08/10 13:22:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,0.02,70,3
2021/08/10 13:52:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,0.02,68,2
2021/08/10 14:22:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,0.02,68,2
2021/08/10 14:52:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,0.02,68,2
2021/08/10 15:22:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,67,2
2021/08/10 15:52:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,66,2
2021/08/10 16:23:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.2,0.02,62,1
2021/08/10 16:53:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,22.6,0.02,57,0
2021/08/10 17:23:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,71,3
2021/08/10 17:53:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,73,3
2021/08/10 18:23:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,73,3
2021/08/10 18:53:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,74,3
2021/08/10 19:23:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,0.02,74,3
2021/08/10 19:53:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.6,0.02,84,3
2021/08/10 20:23:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,0.02,90,3
2021/08/10 20:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,0.02,69,2
2021/08/10 21:24:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,0.02,67,2
2021/08/10 21:54:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,0.02,67,2
2021/08/10 22:24:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,70,3
2021/08/10 22:54:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,70,3
2021/08/10 23:24:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,70,3
2021/08/10 23:54:37,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,0.02,71,3
2021/08/11 0:24:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,0.02,73,3
2021/08/11 0:54:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,0.02,72,3
2021/08/11 1:24:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,74,3
2021/08/11 1:55:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,0.02,72,3
2021/08/11 2:25:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,74,3
2021/08/11 2:55:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,0.02,74,3
2021/08/11 3:25:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,74,3
2021/08/11 3:55:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,0.02,74,3
2021/08/11 4:25:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,0.02,74,3
2021/08/11 4:55:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,0.02,75,3
2021/08/11 5:25:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,0.02,75,3
2021/08/11 5:55:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,0.02,75,3
2021/08/11 6:25:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,0.02,74,3
2021/08/11 6:56:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,0.02,74,3
2021/08/11 7:26:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,73,3
2021/08/11 7:56:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,0.02,66,2
2021/08/11 8:26:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,0.02,71,3
2021/08/11 8:56:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,69,2
2021/08/11 9:26:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,72,3
2021/08/11 9:56:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,71,3
2021/08/11 10:26:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,69,2
2021/08/11 10:56:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,0.02,70,3
2021/08/11 11:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,0.02,70,3
2021/08/11 11:57:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,70,3
2021/08/11 12:27:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,0.02,68,2
2021/08/11 12:57:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.2,0.02,61,1
2021/08/11 13:27:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,70,3
2021/08/11 13:57:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,0.02,72,3
2021/08/11 14:27:37,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,0.02,72,3
2021/08/11 14:57:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,0.02,72,3
2021/08/11 15:27:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,72,3
2021/08/11 15:57:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,73,3
2021/08/11 16:28:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,73,3
2021/08/11 16:58:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,73,3
2021/08/11 17:28:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,74,3
2021/08/11 17:58:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,74,3
2021/08/11 18:28:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,75,3
2021/08/11 18:58:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,75,3
2021/08/11 19:28:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,0.02,91,3
2021/08/11 19:58:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,90,3
2021/08/11 20:28:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,88,3
2021/08/11 20:58:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,0.02,71,3
2021/08/11 21:29:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,0.02,74,3
2021/08/11 21:59:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,0.02,75,3
2021/08/11 22:29:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,0.02,76,3
2021/08/11 22:59:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,0.02,76,3
2021/08/11 23:29:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,0.02,76,3
2021/08/11 23:59:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,0.02,80,3
2021/08/12 0:29:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,0.02,81,3
2021/08/12 0:59:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,83,3
2021/08/12 1:29:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,81,3
2021/08/12 1:59:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,81,3
2021/08/12 2:30:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,81,3
2021/08/12 3:00:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,0.02,81,3
2021/08/12 3:30:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,0.02,82,3
2021/08/12 4:00:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,87,3
2021/08/12 4:30:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,88,3
2021/08/12 5:00:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,88,3
2021/08/12 5:30:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,88,3
2021/08/12 6:00:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,88,3
2021/08/12 6:30:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,0.02,87,3
2021/08/12 7:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,0.02,86,3
2021/08/12 7:31:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,0.02,86,3
2021/08/12 8:01:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.8,0.02,88,3
2021/08/12 8:31:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,0.02,83,3
2021/08/12 9:01:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,0.02,71,3
2021/08/12 9:31:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,0.02,82,3
2021/08/12 10:01:37,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,79,3
2021/08/12 10:31:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,78,3
2021/08/12 11:01:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,77,3
2021/08/12 11:31:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,76,3
2021/08/12 12:02:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,0.02,77,3
2021/08/12 12:32:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,76,3
2021/08/12 13:02:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.3,0.02,85,3
2021/08/12 13:32:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,0.02,82,3
2021/08/12 14:02:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,0.02,78,3
2021/08/12 14:32:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,0.02,78,3
2021/08/12 15:02:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,0.02,76,3
2021/08/12 15:32:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,76,3
2021/08/12 16:02:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,0.02,76,3
2021/08/12 16:32:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,0.02,86,3
2021/08/12 16:48:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,40.67,87,3
2021/08/12 18:05:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,98.0,71,3
2021/08/12 18:05:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,97.0,71,3
2021/08/12 18:05:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,98.0,71,3
2021/08/12 18:05:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,98.0,71,3
2021/08/12 18:05:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,98.0,71,3
2021/08/12 18:05:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,99.0,71,3
2021/08/12 18:06:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,98.0,71,3
2021/08/12 18:25:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,50.0,70,3
2021/08/12 18:55:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,53.0,70,3
2021/08/12 19:25:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,51.0,90,3
2021/08/12 19:56:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.7,51.0,90,3
2021/08/12 20:26:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,50.0,91,3
2021/08/12 20:56:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,51.0,91,3
2021/08/12 21:26:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,52.0,90,3
2021/08/12 21:56:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,54.0,91,3
2021/08/12 22:26:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,56.0,91,3
2021/08/12 22:56:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,53.0,91,3
2021/08/12 23:26:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,54.0,92,3
2021/08/12 23:56:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,53.0,92,3
2021/08/13 0:26:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,52.0,93,3
2021/08/13 0:57:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,51.0,93,3
2021/08/13 1:27:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,134.0,93,3
2021/08/13 1:57:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,38.0,93,3
2021/08/13 2:27:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,129.0,93,3
2021/08/13 2:57:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,75.0,93,3
2021/08/13 3:27:37,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,94.0,93,3
2021/08/13 3:57:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,76.0,93,3
2021/08/13 4:27:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,59.0,93,3
2021/08/13 4:57:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,51.0,93,3
2021/08/13 5:28:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,71.0,93,3
2021/08/13 5:58:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,106.0,94,3
2021/08/13 6:28:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,67.0,94,3
2021/08/13 6:58:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,63.0,95,3
2021/08/13 7:28:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,83.0,95,3
2021/08/13 7:58:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,86.0,95,3
2021/08/13 8:28:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,100.0,95,3
2021/08/13 8:58:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,103.0,95,3
2021/08/13 9:28:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,95.0,95,3
2021/08/13 9:58:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,96.0,94,3
2021/08/13 10:29:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,59.0,93,3
2021/08/13 10:59:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,61.0,92,3
2021/08/13 11:29:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,88.0,86,3
2021/08/13 11:59:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.2,52.0,77,3
2021/08/13 12:29:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,53.0,85,3
2021/08/13 12:59:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.3,57.0,83,3
2021/08/13 13:29:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,58.0,78,3
2021/08/13 13:59:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,79.0,76,3
2021/08/13 14:29:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,49.0,76,3
2021/08/13 14:59:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,87.0,76,3
2021/08/13 15:30:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,53.0,88,3
2021/08/13 16:00:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.6,100.0,89,3
2021/08/13 16:30:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,102.0,89,3
2021/08/13 17:00:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,105.0,90,3
2021/08/13 17:30:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,58.0,82,3
2021/08/13 18:00:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,66.0,79,3
2021/08/13 18:30:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,56.0,92,3
2021/08/13 19:00:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,76.0,95,3
2021/08/13 19:30:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,58.0,88,3
2021/08/13 20:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,88.0,85,3
2021/08/13 20:31:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,89.0,86,3
2021/08/13 21:01:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,64.0,90,3
2021/08/13 21:31:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,45.0,94,3
2021/08/13 22:01:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,85.0,92,3
2021/08/13 22:31:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,71.0,91,3
2021/08/13 23:01:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,52.0,89,3
2021/08/13 23:31:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,86.0,89,3
2021/08/14 0:01:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,92.0,90,3
2021/08/14 0:31:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,96.0,89,3
2021/08/14 1:02:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,96.0,95,3
2021/08/14 1:32:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,52.0,95,3
2021/08/14 2:02:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,93.0,95,3
2021/08/14 2:32:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,107.0,95,3
2021/08/14 3:02:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,93.0,95,3
2021/08/14 3:32:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,118.0,95,3
2021/08/14 4:02:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,77.0,95,3
2021/08/14 4:32:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,72.0,95,3
2021/08/14 5:02:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,106.0,95,3
2021/08/14 5:32:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,114.0,95,3
2021/08/14 6:03:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,52.0,95,3
2021/08/14 6:33:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,114.0,95,3
2021/08/14 7:03:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,125.0,95,3
2021/08/14 7:33:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,96.0,95,3
2021/08/14 8:03:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,69.0,93,3
2021/08/14 8:33:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,52.0,95,3
2021/08/14 9:03:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,85.0,95,3
2021/08/14 9:33:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,100.0,95,3
2021/08/14 10:03:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,94.0,95,3
2021/08/14 10:34:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,62.0,95,3
2021/08/14 11:04:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,43.0,95,3
2021/08/14 11:34:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.8,103.0,95,3
2021/08/14 12:04:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,81.0,95,3
2021/08/14 12:34:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,61.0,95,3
2021/08/14 13:04:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.8,96.0,95,3
2021/08/14 13:34:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.8,50.0,95,3
2021/08/14 14:04:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.7,96.0,83,3
2021/08/14 14:34:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,72.0,73,3
2021/08/14 15:04:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,53.0,74,3
2021/08/14 15:35:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,98.0,80,3
2021/08/14 16:05:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,75.0,79,3
2021/08/14 16:35:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,57.0,79,3
2021/08/14 17:05:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,76.0,80,3
2021/08/14 17:35:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,96.0,83,3
2021/08/14 18:05:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,114.0,83,3
2021/08/14 18:35:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.7,98.0,84,3
2021/08/14 19:05:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,91.0,85,3
2021/08/14 19:35:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,71.0,86,3
2021/08/14 20:05:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,72.0,87,3
2021/08/14 20:36:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,53.0,88,3
2021/08/14 21:06:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,68.0,86,3
2021/08/14 21:36:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,80.0,85,3
2021/08/14 22:06:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,118.0,86,3
2021/08/14 22:36:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,108.0,86,3
2021/08/14 23:06:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,96.0,90,3
2021/08/14 23:36:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,109.0,91,3
2021/08/15 0:06:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,70.0,93,3
2021/08/15 0:36:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,94.0,94,3
2021/08/15 1:07:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,66.0,95,3
2021/08/15 1:37:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,65.0,94,3
2021/08/15 2:07:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,91.0,95,3
2021/08/15 2:37:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,85.0,94,3
2021/08/15 3:07:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,122.0,95,3
2021/08/15 3:37:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,85.0,95,3
2021/08/15 4:07:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,117.0,95,3
2021/08/15 4:37:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,121.0,94,3
2021/08/15 5:07:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,76.0,94,3
2021/08/15 5:37:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,82.0,94,3
2021/08/15 6:08:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,105.0,94,3
2021/08/15 6:38:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,107.0,93,3
2021/08/15 7:08:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,69.0,93,3
2021/08/15 7:38:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,112.0,93,3
2021/08/15 8:08:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,81.0,93,3
2021/08/15 8:38:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,125.0,93,3
2021/08/15 9:08:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,109.0,93,3
2021/08/15 9:38:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,95.0,91,3
2021/08/15 10:08:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.1,122.0,93,3
2021/08/15 10:38:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,53.0,92,3
2021/08/15 11:09:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,52.0,88,3
2021/08/15 11:39:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.7,52.0,79,3
2021/08/15 12:09:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,51.0,82,3
2021/08/15 12:39:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,51.0,81,3
2021/08/15 13:09:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,51.0,81,3
2021/08/15 13:39:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,51.0,81,3
2021/08/15 14:09:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,71.0,81,3
2021/08/15 14:39:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.0,79.0,64,1
2021/08/15 15:09:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,54.0,77,3
2021/08/15 15:40:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,51.0,87,3
2021/08/15 16:10:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,138.0,75,3
2021/08/15 16:40:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,132.0,71,3
2021/08/15 17:10:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,45.0,76,3
2021/08/15 17:40:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,115.0,75,3
2021/08/15 18:10:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,60.0,78,3
2021/08/15 18:40:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,105.0,79,3
2021/08/15 19:10:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,49.0,78,3
2021/08/15 19:40:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,78.0,95,3
2021/08/15 20:10:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,99.0,79,3
2021/08/15 20:41:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,67.0,76,3
2021/08/15 21:11:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,141.0,74,3
2021/08/15 21:41:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,153.0,72,3
2021/08/15 22:11:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,83.0,74,3
2021/08/15 22:41:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,121.0,73,3
2021/08/15 23:11:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,139.0,74,3
2021/08/15 23:41:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,128.0,76,3
2021/08/16 0:11:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,69.0,77,3
