記録日,作物PK,気温,湿度,土中湿度,元気
2021/07/12 4:14:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.7,79,3
2021/07/12 4:44:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.43,79,3
2021/07/12 5:15:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.38,79,3
2021/07/12 5:45:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.34,79,3
2021/07/12 6:15:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.26,79,3
2021/07/12 6:45:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.9,44.12,79,3
2021/07/12 7:15:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.0,44.09,79,3
2021/07/12 7:45:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.0,44.04,81,3
2021/07/12 8:15:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.2,44.19,81,3
2021/07/12 8:45:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,43.19,65,2
2021/07/12 9:15:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,43.21,74,3
2021/07/12 9:45:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.6,42.82,74,3
2021/07/12 10:16:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.3,42.58,75,3
2021/07/12 10:46:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,42.72,76,3
2021/07/12 11:16:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,42.58,75,3
2021/07/12 11:46:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,42.58,75,3
2021/07/12 12:16:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.6,42.53,78,3
2021/07/12 12:46:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,42.43,77,3
2021/07/12 13:16:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,42.82,83,3
2021/07/12 13:46:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,42.48,81,3
2021/07/12 14:16:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,41.82,76,3
2021/07/12 14:46:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.3,41.72,75,3
2021/07/12 15:17:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,41.5,75,3
2021/07/12 15:47:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,41.46,75,3
2021/07/12 16:17:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,41.26,75,3
2021/07/12 16:47:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,41.16,74,3
2021/07/12 17:17:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,40.87,74,3
2021/07/12 17:47:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,40.7,74,3
2021/07/12 18:17:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,40.8,77,3
2021/07/12 18:47:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,40.77,75,3
2021/07/12 19:17:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,40.8,86,3
2021/07/12 19:48:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,40.58,84,3
2021/07/12 20:18:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,40.26,77,3
2021/07/12 20:48:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,40.21,77,3
2021/07/12 21:18:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,39.87,71,3
2021/07/12 21:48:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,39.48,69,2
2021/07/12 22:18:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,39.48,75,3
2021/07/12 22:48:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,39.7,77,3
2021/07/12 23:18:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,39.53,78,3
2021/07/12 23:48:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,39.43,77,3
2021/07/13 0:18:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,39.14,76,3
2021/07/13 0:49:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,39.04,76,3
2021/07/13 1:19:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,38.82,75,3
2021/07/13 1:49:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,38.67,75,3
2021/07/13 2:19:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,38.65,75,3
2021/07/13 2:49:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,38.67,78,3
2021/07/13 3:19:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,38.65,79,3
2021/07/13 3:49:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,38.6,79,3
2021/07/13 4:19:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,38.6,79,3
2021/07/13 4:49:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,38.35,79,3
2021/07/13 5:19:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,38.21,78,3
2021/07/13 5:50:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,38.18,78,3
2021/07/13 6:20:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,37.92,79,3
2021/07/13 6:50:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,37.89,78,3
2021/07/13 7:20:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,37.96,77,3
2021/07/13 7:50:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,37.65,78,3
2021/07/13 8:20:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,60.23,78,3
2021/07/13 8:50:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,35.55,64,1
2021/07/13 9:20:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,35.57,74,3
2021/07/13 9:50:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,35.77,74,3
2021/07/13 10:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,35.4,73,3
2021/07/13 10:51:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,34.79,74,3
2021/07/13 11:21:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,34.69,74,3
2021/07/13 11:51:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,34.2,74,3
2021/07/13 12:21:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,34.08,74,3
2021/07/13 12:51:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,34.4,74,3
2021/07/13 13:21:37,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,34.77,74,3
2021/07/13 13:51:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.8,34.5,69,2
2021/07/13 14:21:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,34.55,73,3
2021/07/13 14:51:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,34.59,76,3
2021/07/13 15:22:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,34.77,75,3
2021/07/13 15:52:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,34.69,74,3
2021/07/13 16:22:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,34.77,74,3
2021/07/13 16:52:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,34.89,74,3
2021/07/13 17:22:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,34.74,85,3
2021/07/13 17:52:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.9,34.72,70,3
2021/07/13 18:22:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,34.94,75,3
2021/07/13 18:52:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,35.13,81,3
2021/07/13 19:22:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.0,34.45,71,3
2021/07/13 19:52:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,34.52,76,3
2021/07/13 20:23:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.5,34.45,77,3
2021/07/13 20:53:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,34.5,76,3
2021/07/13 21:23:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,34.38,75,3
2021/07/13 21:53:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,52.71,76,3
2021/07/13 22:23:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,35.28,86,3
2021/07/13 22:53:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.6,34.77,67,2
2021/07/13 23:23:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,34.77,67,2
2021/07/13 23:53:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,34.77,72,3
2021/07/14 0:23:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.7,35.21,78,3
2021/07/14 0:53:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,35.69,81,3
2021/07/14 1:24:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,35.77,83,3
2021/07/14 1:54:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,35.62,84,3
2021/07/14 2:24:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,35.57,86,3
2021/07/14 2:54:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,35.64,85,3
2021/07/14 3:24:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,35.57,86,3
2021/07/14 3:54:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,35.3,85,3
2021/07/14 4:24:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,35.11,86,3
2021/07/14 4:54:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,34.91,86,3
2021/07/14 5:24:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,34.77,86,3
2021/07/14 5:55:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,34.2,86,3
2021/07/14 6:25:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.2,33.54,86,3
2021/07/14 6:55:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,33.25,86,3
2021/07/14 7:25:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,31.64,86,3
2021/07/14 7:55:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,29.32,76,3
2021/07/14 8:25:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,29.83,77,3
2021/07/14 8:55:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,29.81,81,3
2021/07/14 9:25:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,30.44,77,3
2021/07/14 9:55:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,30.93,76,3
2021/07/14 10:25:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,30.81,75,3
2021/07/14 10:56:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,30.98,74,3
2021/07/14 11:26:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,31.1,75,3
2021/07/14 11:56:14,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,30.86,74,3
2021/07/14 12:26:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,31.1,75,3
2021/07/14 12:56:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,30.54,73,3
2021/07/14 13:26:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,30.86,75,3
2021/07/14 13:56:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,30.62,75,3
2021/07/14 14:26:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,31.18,72,3
2021/07/14 14:56:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,32.1,81,3
2021/07/14 15:26:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,31.86,79,3
2021/07/14 15:57:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.2,31.76,75,3
2021/07/14 16:27:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,31.59,74,3
2021/07/14 16:57:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,31.62,74,3
2021/07/14 17:27:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,32.23,82,3
2021/07/14 17:57:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,32.2,81,3
2021/07/14 18:27:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.3,31.64,76,3
2021/07/14 18:57:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,31.57,75,3
2021/07/14 19:27:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,31.45,74,3
2021/07/14 19:57:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,32.79,82,3
2021/07/14 20:27:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,32.42,80,3
2021/07/14 20:58:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.8,31.64,76,3
2021/07/14 21:28:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.5,31.27,75,3
2021/07/14 21:58:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.0,31.01,76,3
2021/07/14 22:28:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,27.05,85,3
2021/07/14 22:58:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,24.61,82,3
2021/07/14 23:28:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.9,23.27,76,3
2021/07/14 23:58:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.8,23.61,75,3
2021/07/15 0:28:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,23.44,85,3
2021/07/15 0:58:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.9,22.88,77,3
2021/07/15 1:28:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,22.61,92,3
2021/07/15 1:59:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,21.85,81,3
2021/07/15 2:29:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.7,21.51,77,3
2021/07/15 2:59:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.5,21.44,75,3
2021/07/15 3:29:24,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,22.9,88,3
2021/07/15 3:59:31,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,22.51,87,3
2021/07/15 4:29:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.7,22.27,79,3
2021/07/15 4:59:43,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.5,23.05,77,3
2021/07/15 5:29:49,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.7,23.22,91,3
2021/07/15 5:59:55,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.4,22.51,89,3
2021/07/15 6:30:01,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.6,22.63,79,3
2021/07/15 7:00:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.8,22.88,90,3
2021/07/15 7:30:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.5,21.9,88,3
2021/07/15 8:00:20,FAF90C9F-794A-46F2-A538-AA8B2897848D,23.5,21.56,79,3
2021/07/15 8:30:26,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.9,22.27,90,3
2021/07/15 9:00:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.2,22.0,87,3
2021/07/15 9:30:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.4,41.94,79,3
2021/07/15 10:00:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.2,23.73,76,3
2021/07/15 10:30:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,23.0,74,3
2021/07/15 11:00:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,23.17,85,3
2021/07/15 11:31:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.6,22.97,80,3
2021/07/15 12:01:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,22.34,76,3
2021/07/15 12:31:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.0,21.95,76,3
2021/07/15 13:01:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,24.1,22.36,78,3
2021/07/15 13:31:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,22.56,78,3
2021/07/15 14:01:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,22.56,74,3
2021/07/15 14:31:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,22.68,78,3
2021/07/15 15:01:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.1,22.97,78,3
2021/07/15 15:31:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,23.05,78,3
2021/07/15 16:01:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,26.86,77,3
2021/07/15 16:32:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,23.75,79,3
2021/07/15 17:02:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,23.88,79,3
2021/07/15 17:32:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,51.56,79,3
2021/07/15 18:02:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,29.22,80,3
2021/07/15 18:32:29,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,23.95,81,3
2021/07/15 19:02:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,23.97,70,3
2021/07/15 19:32:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,23.97,78,3
2021/07/15 20:02:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,23.75,81,3
2021/07/15 20:32:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,23.49,72,3
2021/07/15 21:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,23.32,71,3
2021/07/15 21:33:06,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,23.07,71,3
2021/07/15 22:03:12,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,22.95,71,3
2021/07/15 22:33:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,22.58,69,2
2021/07/15 23:03:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.1,22.53,70,3
2021/07/30 10:31:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,19.36,53,0
2021/07/30 10:32:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,18.82,55,0
2021/07/30 10:35:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,16.85,55,0
2021/07/30 10:36:52,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,18.48,57,0
2021/07/30 11:06:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,21.17,57,0
2021/07/30 11:37:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,21.95,57,0
2021/07/30 12:07:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,20.65,61,1
2021/07/30 12:37:18,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.3,20.17,67,2
2021/07/30 13:07:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.7,21.19,70,3
2021/07/30 13:37:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.9,21.24,71,3
2021/07/30 14:07:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.0,20.85,72,3
2021/07/30 14:37:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.1,20.83,72,3
2021/07/30 15:07:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.2,20.95,72,3
2021/07/30 15:37:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,21.8,73,3
2021/07/30 16:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,20.7,73,3
2021/07/30 16:38:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,20.0,72,3
2021/07/30 17:08:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,19.92,71,3
2021/07/30 17:38:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,19.68,70,3
2021/07/30 18:08:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.4,19.09,69,2
2021/07/30 18:38:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.3,18.77,69,2
2021/07/31 8:35:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.4,33.06,74,3
2021/07/31 9:05:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,29.4,32.54,74,3
2021/07/31 9:35:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.9,33.45,60,1
2021/07/31 10:05:57,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,33.94,69,2
2021/07/31 10:36:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,35.18,70,3
2021/07/31 11:06:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.0,35.33,81,3
2021/07/31 11:36:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,35.47,67,2
2021/07/31 12:06:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,34.74,66,2
2021/07/31 12:36:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,34.77,70,3
2021/07/31 13:06:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.7,35.28,71,3
2021/07/31 13:36:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.9,33.98,70,3
2021/08/02 11:06:03,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,38.89,62,1
2021/08/02 11:36:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,37.89,62,1
2021/08/02 12:06:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,39.33,66,2
2021/08/02 12:36:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,39.06,67,2
2021/08/02 13:06:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.7,39.82,69,2
2021/08/02 13:36:34,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,41.16,68,2
2021/08/02 14:06:40,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,40.28,66,2
2021/08/02 14:36:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,40.23,65,2
2021/08/02 15:06:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,40.63,66,2
2021/08/02 15:36:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,39.18,68,2
2021/08/02 16:07:05,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,39.7,69,2
2021/08/02 16:37:11,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,38.79,69,2
2021/08/02 17:07:17,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.9,39.45,69,2
2021/08/02 17:37:23,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,38.72,71,3
2021/08/02 18:07:30,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,38.67,74,3
2021/08/02 18:37:36,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,36.16,76,3
2021/08/02 19:07:42,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.2,37.92,78,3
2021/08/02 19:37:48,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.0,39.72,89,3
2021/08/02 20:07:54,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.6,39.14,89,3
2021/08/02 20:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.8,37.26,66,2
2021/08/02 21:08:07,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.3,37.84,62,1
2021/08/02 21:38:13,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,38.18,65,2
2021/08/02 22:08:19,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,38.16,62,1
2021/08/02 22:38:25,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.4,37.62,61,1
2021/08/02 23:08:32,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.5,39.5,64,1
2021/08/02 23:38:38,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.6,39.06,62,1
2021/08/03 0:08:44,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.5,38.89,69,2
2021/08/03 0:38:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.8,40.01,77,3
2021/08/03 1:08:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.0,40.31,80,3
2021/08/03 1:39:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.2,40.38,81,3
2021/08/03 2:09:09,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.2,38.96,81,3
2021/08/03 2:39:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.3,38.62,80,3
2021/08/03 3:09:21,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.3,38.92,79,3
2021/08/03 3:39:27,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,38.84,80,3
2021/08/03 4:09:33,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,38.65,81,3
2021/08/03 4:39:39,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,39.43,84,3
2021/08/03 5:09:45,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,39.45,85,3
2021/08/03 5:39:51,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.3,40.33,86,3
2021/08/03 6:09:58,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,38.57,85,3
2021/08/03 6:40:04,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.4,39.75,85,3
2021/08/03 7:10:10,FAF90C9F-794A-46F2-A538-AA8B2897848D,28.2,39.11,79,3
2021/08/03 7:40:16,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,37.96,70,3
2021/08/03 8:10:22,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.4,39.28,69,2
2021/08/03 8:40:28,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,39.53,67,2
2021/08/03 9:10:35,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.1,37.62,69,2
2021/08/03 9:40:41,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.8,39.77,79,3
2021/08/03 10:10:47,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.3,38.82,69,2
2021/08/03 10:40:53,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.0,38.53,82,3
2021/08/03 11:10:59,FAF90C9F-794A-46F2-A538-AA8B2897848D,27.3,38.99,89,3
2021/08/10 10:03:46,FAF90C9F-794A-46F2-A538-AA8B2897848D,26.1,0.02,68,2
2021/08/10 10:21:50,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,0.02,70,3
2021/08/10 10:51:56,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,0.02,70,3
2021/08/10 11:22:02,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.1,0.02,71,3
2021/08/10 11:52:08,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,0.02,71,3
2021/08/10 12:22:15,FAF90C9F-794A-46F2-A538-AA8B2897848D,25.0,0.02,71,3
